,exact_matches,partial_matches,len_cosine_sim_truth,missing_from_truth,len_summ,len_truth,total_inserted,cosine_sim_pat_extract,pat_in_extracted_sentence,pxtraced_pattern_not_in_text_hall,pxtraced_pattern_in_text_hall,extracted_sentence_not_in_text_hall,extracted_sentence_in_text_hall,set_summ,set_truth,cosine_sim_truth,try_count,len_recognized_patterns,misperid
127,0,3,0,1,10,4,10,0.37937468,0,15,0,4,11,"{'disappearing thoughts pattern', 'boating trip discussion pattern', 'safe recovery pattern', 'avoiding authorities pattern', 'highway sighting pattern', 'lost contact pattern', 'self harm attempt pattern', 'safe location pattern', 'boating incident suspicions pattern', 'self isolation pattern'}","{'avoiding social services', 'possible boating incident', 'unpaid debts', 'had spoken of disappearing'}",[],1,10,4182
128,1,0,1,2,11,4,11,0.38249207,3,28,0,6,22,"{'abandoned vehicle pattern', 'medical clinic location pattern', 'planned journey pattern', 'tunnel location pattern', 'safe house location pattern', 'highland location pattern', 'safe location pattern', 'relationship breakdown pattern', 'swamp location pattern', 'airport location pattern', 'tunnel entry pattern'}","{'recently released from prison', 'had maps of highlands', 'has gone missing before', 'relationship breakdown'}","[('had maps of highlands', 'highland location pattern')]",1,11,4260
129,0,4,0,1,18,5,18,0.5747684,0,19,0,2,17,"{'disorientation leads to wandering pattern', 'solitary walks lead to disappearance pattern', 'new life interest leads to disappearance pattern', 'locker room eruption pattern', 'paranoia and erratic behavior leads to disappearance pattern', 'erratic behavior leads to disappearance pattern', 'prolonged absence leads to public appeal pattern', 'erratic behavior deviation from routine pattern', 'dementia leads to disorientation pattern', 'paranoid tendencies and erratic behavior leads to disappearance pattern', 'self harm attempt pattern', 'age disability does not prevent wandering pattern', 'unclear whereabouts leads to search pattern', 'paranoia about surveillance pattern', 'dementia leads to confusion pattern', 'deviation from routine pattern', 'paranoia leads to disappearance pattern', 'erratic behavior new life interest leads to disappearance pattern'}","{'noted to act erratically', 'lost while hiking', 'interested in starting new life', 'estranged from relatives', 'was paranoid about surveillance'}",[],1,18,4295
130,1,0,0,2,4,3,4,0.50668335,0,49,0,6,43,"{'estrangement and suicidal ideation pattern', 'self harm attempt pattern', 'confused state pattern', 'wandering off pattern'}","{'estranged from relatives', 'unpaid debts', 'suicidal ideation'}",[],1,4,4314
131,0,2,0,4,4,6,4,0.17840593,2,1,23,0,24,"{'leaving after argument pattern', 'leaving with friends pattern', 'withdrawing from family pattern', 'leaving with friend pattern'}","{'foreign travel suspected', 'noted to act erratically', 'left home during argument', 'living off grid', 'did not collect medication', 'withdrew from family'}",[],1,4,4350
132,0,0,1,3,4,4,4,0.15230872,4,6,16,6,16,"{'wandering pattern', 'self harm attempt pattern', 'planned disappearance pattern', 'lost track of time pattern'}","{'expressed desire to disappear', 'withdrew cash before leaving', 'interested in starting new life', 'undiagnosed mental illness'}","[('expressed desire to disappear', 'planned disappearance pattern')]",1,4,4386
133,0,1,1,2,18,4,18,0.29462865,0,17,1,0,18,"{'mysterious disappearance pattern', 'disoriented in foul weather pattern', 'adverse weather disappearance pattern', 'forest exploration pattern', 'inclement weather refuge pattern', 'exhausted after disappearance pattern', 'harmful workplace behavior pattern', 'rural disappearance pattern', 'confused after adverse weather pattern', 'solo expedition disappearance pattern', 'voluntary disappearance pattern', 'study group connection pattern', 'lost time in rain pattern', 'self discovery pattern', 'shelter search pattern', 'escalating aggressive behavior pattern', 'study group disappearance pattern', 'stranger help pattern'}","{'estranged from relatives', 'unknown medical condition', 'foul weather incident', 'part of survivalist community'}","[('unknown medical condition', 'mysterious disappearance pattern')]",1,18,4392
134,0,3,0,0,8,3,8,0.5176676,3,27,0,27,0,"{'squatting during pilgrimage pattern', 'mobility assistance pattern', 'squatting during family outing pattern', 'self harm attempt pattern', 'safe location pattern', 'squatting pattern', 'highlands map fascination pattern', 'mobility impairment pattern'}","{'believed to be squatting', 'had maps of highlands', 'religious or spiritual pilgrimage'}",[],1,8,4412
135,1,0,1,4,4,6,3,1.0,1,15,0,1,14,"{'abduction suspicion', 'disorientation in tunnel', 'self harm attempt pattern', 'solitude pursuit'}","{'expressed desire to disappear', 'left phone at home', 'living off grid', 'was couch surfing', 'known to frequent remote areas', 'abduction suspicion'}","[('expressed desire to disappear', 'solitude pursuit')]",1,4,4474
136,0,0,0,1,6,1,6,0.38359356,3,8,1,3,6,"{'cliff reach out pattern', 'cliff last seen pattern', 'self harm attempt pattern', 'cliff risk pattern', 'cliff interest pattern', 'cliff found pattern'}",{'involved in criminal activity'},[],1,6,4501
137,1,4,0,1,11,6,11,0.48771465,0,29,0,5,24,"{'expected location failure pattern', 'online group contact pattern', 'unknown location pattern', 'solitude desire pattern', 'hermit lifestyle interest pattern', 'cult location interest pattern', 'suicidal ideation pattern', 'legal dispute involvement pattern', 'self harm attempt pattern', 'colleague contact pattern', 'stranger contact pattern'}","{'recently released from prison', 'contacted a stranger before vanishing', 'in touch with unknown online group', 'involved in legal dispute', 'suicidal ideation', 'interested in hermit lifestyle'}",[],2,11,4503
138,0,4,0,2,18,6,18,0.43658915,0,19,0,0,19,"{'organized protest participation pattern', 'mental health event absence pattern', 'home departure pattern', 'remote cabin squatting pattern', 'remote cabin visit absence pattern', 'nursing home vanish pattern', 'organized protest link pattern', 'remote cabin squatting near tunnel pattern', 'unexpected job leaving pattern', 'organized protest participation absence pattern', 'physical therapy clinic visit pattern', 'remote cabin absence pattern', 'uncontacted home departure pattern', 'social services avoidance pattern', 'remote cabin visit pattern', 'abandoned space squatting pattern', 'uncontacted residence departure pattern', 'library visit pattern'}","{'believed to be squatting', 'possibly involved in cult', 'linked to organized protest', 'left job unexpectedly', 'avoiding social services', 'missed work with no contact'}",[],1,18,4512
139,1,2,0,3,10,6,10,0.4239224,0,13,0,1,12,"{'missing post hiking trip pattern', 'missing during outing pattern', 'exploring area pattern', 'lost while playing pattern', 'identity crisis pattern', 'missing after school program pattern', 'unusual behavior pattern', 'self harm attempt pattern', 'rooftop incident pattern', 'hiking without return pattern'}","{'identity crisis', 'lost while hiking', 'disappeared after hiking trip', 'visiting remote island', 'active on social media before vanishing', 'possible sea kayaking accident'}",[],1,10,4517
140,0,2,1,1,41,4,41,0.53916824,0,43,0,6,37,"{'hiking trail exploration near familiar place pattern', 'police location pattern', 'police search leads to safety near familiar place pattern', 'confusion after disappearance pattern', 'safe at familiar place pattern', 'repeated sudden departure pattern', 'visiting familiar place pattern', 'police search leads to safety near disused factory pattern', 'history of authorities safe location near familiar place pattern', 'visiting disused factory pattern', 'visiting familiar places pattern', 'history of safe location at familiar place pattern', 'reconnection pattern', 'authorities search leads to safety pattern', 'authorities search leads to safety near disused factory pattern', 'history of authorities safe location near disused factory pattern', 'hiking trail exploration pattern', 'history of police safe location near familiar place pattern', 'history of authorities safe location pattern', 'history of police safe location pattern', 'visiting familiar place near disused factory pattern', 'authorities search leads to safety at familiar place pattern', 'exploration pattern', 'visiting disused factory near familiar place pattern', 'police search leads to safety pattern', 'solitude search pattern', 'self harm attempt pattern', 'hermit lifestyle pattern', 'history of police safe location at familiar place pattern', 'sudden departure pattern', 'search leads to safety in calm state pattern', 'increasing isolation pattern', 'police search leads to safety at familiar place pattern', 'authorities search leads to safety near familiar place pattern', 'history of safe location in calm state pattern', 'history of safe location pattern', 'history of police safe location near disused factory pattern', 'search leads to safety pattern', 'search leads to safety at familiar place pattern', 'hiking trail exploration near disused factory pattern', 'history of authorities safe location at familiar place pattern'}","{'left in middle of night', 'interested in hermit lifestyle', 'left job unexpectedly', 'withdrew from family'}","[('left job unexpectedly', 'repeated sudden departure pattern')]",1,41,4520
141,0,0,0,1,8,1,8,0.43418008,0,23,0,4,19,"{'found disoriented pattern', 'deviation from planned route pattern', 'financial troubles disappearance pattern', 'disappearance related to planned event pattern', 'traced to relative address pattern', 'safe return home pattern', 'initial low risk assessment pattern', 'short term disappearance pattern'}",{'unpaid debts'},[],1,8,4528
142,0,1,0,0,14,1,14,0.25696418,9,3,12,0,15,"{'casino hangout during tourist season pattern', 'train fascination pattern', 'casino hangout pattern', 'train travel during seasonal work pattern', 'sudden departure pattern', 'sudden departure due to personal issues pattern', 'attempted train travel pattern', 'fascination with train routes pattern', 'curiosity about new places pattern', 'train station hangout pattern', 'train boarding pattern', 'sudden disappearance at work pattern', 'exploring unfamiliar areas pattern', 'unplanned train travel pattern'}",{'vanished during seasonal work'},[],1,14,4539
143,0,2,0,0,9,2,9,0.3919742,4,4,5,0,9,"{'wandering off while parents are distracted pattern', 'disappearance after hiking trip pattern', 'separation from group pattern', 'storm related disappearance pattern', 'wandering off without destination pattern', 'storm related disorientation pattern', 'seeking solitude in familiar location pattern', 'leaving during storm without notice pattern', 'exploring unknown paths pattern'}","{'left during storm', 'disappeared after hiking trip'}",[],1,9,4564
144,1,3,1,0,7,5,7,0.52135307,0,31,0,2,29,"{'hermit lifestyle interest pattern', 'anxiety pattern', 'dissociative fugue episode pattern', 'self harm attempt pattern', 'commune joining pattern', 'temporary crisis pattern', 'disagreement leading to absence pattern'}","{'dissociative fugue episode', 'possibly joined commune', 'unknown medical condition', 'believed to be in another city', 'interested in hermit lifestyle'}","[('unknown medical condition', 'anxiety pattern')]",1,7,4622
145,0,1,0,3,11,4,11,0.14390567,7,27,13,1,39,"{'brief respite pattern', 'unplanned absence pattern', 'lost in transquility pattern', 'temporary escape pattern', 'familiar hiking pattern', 'lost bearings pattern', 'extended retreat pattern', 'unfamiliar terrain pattern', 'unplanned trip pattern', 'disconnection pattern', 'solitary walk pattern'}","{'believed to be camping', 'travelled without telling family', 'left phone at home', 'lost while hiking'}",[],1,11,4649
146,1,1,0,0,4,2,4,0.42035627,1,11,4,1,14,"{'suicidal ideation expression', 'attempt to meet unknown group', 'dementia related confusion', 'unknown online group involvement'}","{'in touch with unknown online group', 'suicidal ideation'}",[],2,4,4651
147,1,2,0,2,16,5,16,0.46660477,15,13,3,13,3,"{'immigration due to job loss pattern', 'discovery quay direction pattern', 'skate park observation pattern', 'skate park avoidance pattern', 'restaurant visit pattern', 'public park mention pattern', 'train travel homeless pattern', 'gym visit stressed pattern', 'restaurant visit after leaving home pattern', 'music lesson absence pattern', 'job loss stress pattern', 'avoidance behavior pattern', 'train travel without reason pattern', 'volunteer organization intention pattern', 'no note left pattern', 'friend conversation change pattern'}","{'job loss stress', 'left behind no note', 'unpaid debts', 'believed to be homeless', 'avoiding social services'}",[],1,16,4659
148,0,2,0,2,21,4,21,0.4961134,13,37,1,36,2,"{'seafield circle sighting pattern', 'north lane sighting pattern', 'friend house departure pattern', 'familiar path sighting pattern', 'unexpected job leaving pattern', 'sister house departure pattern', 'squatting pattern', 'concert venue sighting pattern', 'former mosque sighting pattern', 'east cathcart street sighting pattern', 'neighbor house departure pattern', 'colleague shopping mall sighting pattern', 'neighbor house visit pattern', 'sudden job leaving pattern', 'gathering departure pattern', 'self harm attempt pattern', 'carmelite street sighting pattern', 'shopping mall sighting pattern', 'concert venue departure pattern', 'colleague house departure pattern', 'friend house visit pattern'}","{'foreign travel suspected', 'recently released from prison', 'left job unexpectedly', 'suspected to be squatting'}",[],1,21,4741
149,0,2,0,1,10,3,10,0.4790001,0,11,0,1,10,"{'shed hiding pattern', 'skate park visit pattern', 'unplanned exploration pattern', 'self harm attempt pattern', 'safe location displacement pattern', 'sea kayaking alone pattern', 'shed visit pattern', 'unusual absence report pattern', 'personality change pattern', 'friend house visit pattern'}","{'personality changes before disappearance', 'possible sea kayaking accident', 'possibly joined commune'}",[],2,10,4812
150,0,1,1,0,9,2,9,0.38210738,0,9,0,3,6,"{'passerby spotting pattern', 'illegal site encounter pattern', 'youth center departure pattern', 'no contact pattern', 'police trace pattern', 'departure with companion pattern', 'self harm attempt pattern', 'concerned friends and family pattern', 'volunteer organization no show pattern'}","{'estranged from relatives', 'no contact with close friends'}","[('estranged from relatives', 'concerned friends and family pattern')]",1,9,4872
151,0,0,0,0,5,0,5,0.10126034,0,5,0,1,4,"{'overwhelmed by circumstances pattern', 'refusal to contact family pattern', 'safe house usage pattern', 'need for privacy pattern', 'search for refuge pattern'}",set(),[],1,5,4949
152,0,2,0,3,9,5,9,0.2609392,3,13,4,4,13,"{'abduction fears pattern', 'rooftop activity pattern', 'online group involvement pattern', 'excavation site involvement pattern', 'secluded area involvement pattern', 'unplanned movement pattern', 'dementia disorientation pattern', 'basement discovery pattern', 'disorientation pattern'}","{'in touch with unknown online group', 'abduction suspicion', 'has history of trauma', 'lived in converted van', 'withdrew from family'}",[],1,9,4990
153,0,2,0,2,4,4,4,0.16027424,2,15,4,0,19,"{'disorientation pattern', 'hermit lifestyle pattern', 'confusion pattern', 'boating incident pattern'}","{'recent bereavement', 'possible boating incident', 'last transaction at rural shop', 'interested in hermit lifestyle'}",[],1,4,5049
154,0,3,0,3,8,6,8,0.37767637,0,9,0,0,9,"{'anxious departure pattern', 'unclear destination pattern', 'stress induced isolation pattern', 'stress anxiety departure pattern', 'escape from problems pattern', 'escape from abuse pattern', 'disorientation pattern', 'incident induced isolation pattern'}","{'recently released from prison', 'job loss stress', 'romantic rejection', 'associated with political fringe group', 'domestic violence escape', 'unknown medical condition'}",[],1,8,5051
155,2,4,0,0,13,5,13,0.57319075,0,13,0,1,12,"{'stranger contact fearing deportation pattern', 'stranger contact at hospital pattern', 'back road misdirection no items pattern', 'stranger interaction pattern', 'personal items left behind pattern', 'deportation fear back road pattern', 'deportation fear stranger contact pattern', 'personal items left behind unplanned travel pattern', 'self harm attempt pattern', 'sudden absence from daily routine pattern', 'back road misdirection pattern', 'disorientation due to disability pattern', 'disorientation on back road pattern'}","{'overdue return from walk', 'contacted a stranger before vanishing', 'no contact with close friends', 'fear of deportation', 'left personal items behind'}",[],1,13,5071
156,0,1,1,4,7,6,7,0.27450255,1,7,0,2,5,"{'solitude at beach pattern', 'survivalist mindset pattern', 'self harm escape pattern', 'survivalist escape pattern', 'beach meeting pattern', 'seclusion response pattern', 'solace seeking pattern'}","{'left home during argument', 'living off grid', 'suicidal ideation', 'part of survivalist community', 'missing after outdoor festival', 'last seen near river'}","[('suicidal ideation', 'self harm escape pattern')]",1,7,5090
157,0,3,0,0,24,3,24,0.3675259,0,7,17,0,24,"{'train station disappearance pattern', 'ocean related travel plans pattern', 'ocean related disappearance pattern', 'sleeping rough to escape monotony pattern', 'sleeping rough and boating incident pattern', 'planning to sleep rough and boating incident pattern', 'planning to sleep rough pattern', 'quiet life reorganization pattern', 'sleeping rough near storm drain pattern', 'seeking shelter during weather changes pattern', 'visiting friend before disappearance pattern', 'expressing interest in boating pattern', 'disoriented during travel pattern', 'attempting to board derelict boats pattern', 'appearing disoriented before disappearance pattern', 'found disoriented at train station pattern', 'ocean related habit pattern', 'feeling lost near train station pattern', 'sleeping rough near train station pattern', 'expressing interest in starting new life pattern', 'struggling to cope by ocean pattern', 'frequent traveler pattern', 'found at train station pattern', 'involved in travel boating pattern'}","{'possible boating incident', 'planned to sleep rough', 'interested in starting new life'}",[],1,24,5179
158,2,2,0,0,10,4,10,0.8773994,2,16,37,2,51,"{'fear of surveillance pattern', 'avoiding authorities in stairwells pattern', 'exploring storm drain and stairwell pattern', 'avoiding authorities pattern', 'self harm attempt pattern', 'seeking solitude pattern', 'paranoid about surveillance pattern', 'relationship breakdown pattern', 'avoiding authorities at rest area pattern', 'disowned by family pattern'}","{'disowned by family', 'known to avoid authorities', 'relationship breakdown', 'was paranoid about surveillance'}",[],1,10,5188
159,0,0,0,3,3,3,3,0.31290784,2,9,0,0,9,"{'abuse victim pattern', 'unplanned journey pattern', 'airplane encounter pattern'}","{'suspected visa issues', 'recently outed lgbtq  identity', 'left behind no note'}",[],1,3,5223
160,1,4,0,0,12,5,12,0.43735135,1,14,2,1,15,"{'remote island visit pattern', 'cult involvement pattern', 'daycare location pattern', 'suicidal ideation pattern', 'farm location pattern', 'self harm attempt pattern', 'medication miss pattern', 'appointment miss pattern', 'extended walk pattern', 'boarding school departure pattern', 'cult meeting spot pattern', 'creative works left pattern'}","{'possibly involved in cult', 'suicidal ideation', 'visiting remote island', 'left creative works behind', 'did not collect medication'}",[],1,12,5264
1,0,2,0,2,6,4,6,0.9028231,0,132,0,5,127,"{'attempt to escape pattern', 'unintended wander pattern', 'self harm attempt pattern', 'attempt to visit family member pattern', 'attempt to escape from caregiver pattern', 'attempt to escape from home pattern'}","{'travelled without telling family', 'believed to be camping', 'has history of trauma', 'last seen at train station'}",[],1,6,5338
2,0,2,0,1,5,3,5,0.35157597,0,29,1,6,24,"{'personality change pattern', 'dementia related disappearance', 'outing pattern', 'religious site visit pattern', 'festival attendance pattern'}","{'personality changes before disappearance', 'lived in converted van', 'missing after outdoor festival'}",[],1,5,5353
3,0,0,0,2,11,2,11,0.36634305,7,7,6,0,13,"{'solitude search pattern', 'staying with family friend pattern', 'exploring forest area with family pattern', 'found at family member house pattern', 'safely traced after search pattern', 'hike without return pattern', 'exploring secluded locations pattern', 'solitude in nature pattern', 'secluded area search pattern', 'isolation search pattern', 'refuge in public place pattern'}","{'job loss stress', 'chronic illness stress'}",[],1,11,5413
4,0,1,0,0,14,1,14,0.33062425,2,10,4,0,14,"{'solitude pattern', 'unannounced return pattern', 'squatting in bathroom pattern', 'sudden disappearance pattern', 'squatting after visit pattern', 'squatting transit pattern', 'squatting after worksite pattern', 'voluntary absence pattern', 'campground pattern', 'solitude after stress pattern', 'squatting pattern', 'disorientation pattern', 'argument pattern', 'solitude after dispute pattern'}",{'believed to be squatting'},[],1,14,5433
5,0,1,0,1,2,2,2,0.47387314,0,25,0,10,15,"{'cash withdrawal before disappearance pattern', 'multiple location plans pattern'}","{'missing after outdoor festival', 'withdrew cash before leaving'}",[],1,2,5442
6,0,3,0,0,23,3,23,0.54547614,1,25,0,1,24,"{'off grid interest pattern', 'flight boarding failure pattern', 'care home wander pattern', 'domestic violence elevator disorientation pattern', 'undisclosed destination ticket purchase pattern', 'airplane vanish pattern', 'remote island flight pattern', 'domestic violence scene pattern', 'wrong plane boarding pattern', 'airplane last heard from pattern', 'disorientation memory lapse pattern', 'off grid travel pattern', 'police trace after disappearance pattern', 'family event miss pattern', 'zoo location pattern', 'off grid intent pattern', 'evade social services pattern', 'domestic violence elevator location pattern', 'remote location travel pattern', 'unplanned flight pattern', 'remote location spotting pattern', 'disorientation wander pattern', 'remote island frequency pattern'}","{'avoiding social services', 'visiting remote island', 'living off grid'}",[],1,23,5508
7,0,2,0,0,6,2,6,0.29200035,1,5,1,0,6,"{'sudden departure pattern', 'unnoticed return pattern', 'stealthy departure pattern', 'sea kayaking plans pattern', 'unplanned absence pattern', 'avoiding authorities pattern'}","{'possible sea kayaking accident', 'known to avoid authorities'}",[],1,6,5523
8,0,2,0,1,9,3,9,0.36143646,6,4,5,0,9,"{'gas station visit pattern', 'routine activity disruption pattern', 'overdue walk return pattern', 'attic visit with visa issue pattern', 'confusion at work pattern', 'attic discovery pattern', 'public discovery pattern', 'confusion after gas station visit pattern', 'gas station to attic transition pattern'}","{'overdue return from walk', 'suspected visa issues', 'foreign travel suspected'}",[],1,9,5531
9,0,0,0,5,2,5,2,0.11884807,2,32,0,30,2,"{'self disorientation pattern', 'self isolation pattern'}","{'obsession with online game or group', 'mental health facility patient', 'expressed desire to disappear', 'living off grid', 'noted to act erratically'}",[],2,3,5533
10,1,0,0,1,13,2,13,0.44843933,1,12,1,1,12,"{'vanishing after visit pattern', 'self harm attempt pattern', 'residence vanishing pattern', 'rehab center sighting pattern', 'heated exchange leaving pattern', 'factory leaving with colleague pattern', 'friend contact prior to disappearance pattern', 'identity crisis leaving pattern', 'appointment missing pattern', 'dance studio leaving pattern', 'factory leaving pattern', 'vanishing under concerning circumstances pattern', 'rehab center leaving pattern'}","{'identity crisis', 'mental health facility patient'}",[],1,13,5564
11,1,2,0,2,4,5,4,0.5381678,4,7,5,0,12,"{'organized protest link pattern', 'online game obsession pattern', 'distress at airport pattern', 'seeking solitude pattern'}","{'obsession with online game or group', 'seeking solitude', 'linked to organized protest', 'estranged from relatives', 'known to frequent remote areas'}",[],1,4,5619
12,0,1,0,0,17,1,17,0.2786687,0,24,1,3,22,"{'vanishing pattern', 'volunteer work pattern', 'wandering pattern', 'adult day care facility encounter pattern', 'afternoon drive pattern', 'forest encounter pattern', 'alleyway encounter pattern', 'routine visit failure pattern', 'underground bunker encounter pattern', 'self harm attempt pattern', 'expedition pattern', 'survivalist community pattern', 'aimless wandering pattern', 'poorly lit alleyway encounter pattern', 'disoriented state pattern', 'solitude needs pattern', 'parking lot encounter pattern'}",{'part of survivalist community'},[],1,17,5622
13,0,0,1,0,16,1,16,0.45217255,0,17,0,5,12,"{'being at juvenile center pattern', 'wandering after talking to colleague pattern', 'wandering due to confusion pattern', 'entering shopping mall while confused pattern', 'experiencing confusion pattern', 'getting lost pattern', 'self harm attempt pattern', 'contacting strangers pattern', 'engaging strangers pattern', 'wandering from familiar location pattern', 'being found safe pattern', 'leaving belongs untouched pattern', 'being at school bus stop pattern', 'being found safe at home pattern', 'being at shelter pattern', 'being found disoriented pattern'}",{'contacted a stranger before vanishing'},"[('contacted a stranger before vanishing', 'wandering after talking to colleague pattern')]",1,16,5631
14,0,0,0,3,2,3,2,0.21370232,1,20,5,1,24,"{'abrupt departure pattern', 'unreliable communication pattern'}","{'last seen near river', 'expressed desire to disappear', 'domestic violence escape'}",[],1,2,5667
15,0,2,0,3,10,5,10,0.45512438,0,10,0,1,9,"{'unintentional vehicle boarding pattern', 'foreign travel aspiration pattern', 'mid childhood frustrations pattern', 'self harm attempt pattern', 'vehicle related confusion pattern', 'hospital visit linked pattern', 'anxiety disorientation pattern', 'failed meeting pattern', 'converted van pattern', 'impulsive decision pattern'}","{'withdrew from family', 'undiagnosed mental illness', 'foreign travel suspected', 'unknown medical condition', 'lived in converted van'}",[],1,10,5676
16,0,0,0,1,5,1,5,0.21730654,5,17,7,17,7,"{'wandering pattern', 'family conflict pattern', 'familiar places pattern', 'self support pattern', 'youth center no show pattern'}",{'mental health facility patient'},[],1,5,5713
17,0,4,0,1,9,5,9,0.4068605,9,4,5,4,5,"{'wandering from familiar place pattern', 'disorientation in unfamiliar place pattern', 'solitude fascination pattern', 'meeting with colleague pattern', 'growing hermit interest pattern', 'increasing withdrawal pattern', 'sudden cash withdrawal pattern', 'preoccupation with past events pattern', 'adverse weather condition pattern'}","{'withdrew cash before leaving', 'foul weather incident', 'active on social media before vanishing', 'unknown medical condition', 'interested in hermit lifestyle'}",[],1,9,5772
18,0,1,0,1,9,2,9,0.2571205,1,18,12,0,30,"{'disorientation during travel pattern', 'self sufficient interest pattern', 'disorientation after event pattern', 'unintended location pattern', 'familiar location visit pattern', 'extended walk pattern', 'dementia related disappearance pattern', 'self sufficient living pattern', 'airport departure pattern'}","{'left in middle of night', 'living off grid'}",[],2,9,5806
19,1,1,0,0,15,2,15,0.49464813,0,28,0,4,24,"{'ferry boarding disappearance pattern', 'home disappearance pattern', 'unfamiliar address encounter pattern', 'warehouse encounter pattern', 'hiking trail disappearance pattern', 'colleague meeting failure pattern', 'snow area disappearance pattern', 'creative works left behind pattern', 'self harm attempt pattern', 'snow area with limited connectivity pattern', 'snow area encounter pattern', 'warehouse disappearance pattern', 'online group involvement pattern', 'class related disappearance pattern', 'ferry disappearance pattern'}","{'left creative works behind', 'in touch with unknown online group'}",[],1,15,5812
20,0,3,0,0,13,3,13,0.43728432,0,13,0,1,12,"{'sudden isolation pattern', 'sudden disappearance from facility pattern', 'sudden departure pattern', 'illegal site visitation pattern', 'exhibiting distress at military base pattern', 'self harm attempt pattern', 'frequent island visitation pattern', 'squatting behavior pattern', 'missing from illegal site pattern', 'recent personality change pattern', 'avoiding friends near illegal site pattern', 'exhibiting no contact pattern', 'wandering towards illegal site pattern'}","{'personality changes before disappearance', 'no contact with close friends', 'suspected to be squatting'}",[],1,13,5902
21,0,2,1,0,12,3,12,0.42310077,0,16,0,2,14,"{'withdrawal pattern', 'elevator vanish pattern', 'minimal clue pattern', 'off grid discovery pattern', 'self harm attempt pattern', 'storm departure pattern', 'distress in elevator pattern', 'unexplained departure pattern', 'fitness center discovery pattern', 'elevator disappearance pattern', 'secluded area discovery pattern', 'highway discovery pattern'}","{'left during storm', 'withdrew from family', 'living off grid'}","[('withdrew from family', 'withdrawal pattern')]",1,12,5904
22,1,2,1,1,5,5,5,0.30574602,0,30,0,1,29,"{'self harm attempt pattern', 'avoiding family pattern', 'argument pattern', 'avoiding social services pattern', 'argument with family member pattern'}","{'obsession with online game or group', 'left home during argument', 'recent escape from abusive household', 'avoiding social services', 'possible witness to crime'}","[('recent escape from abusive household', 'self harm attempt pattern')]",1,5,5942
23,0,2,1,3,8,6,8,0.5538657,1,45,0,5,40,"{'crime linked disappearance pattern', 'pharmacy departure pattern', 'self harm attempt pattern', 'neighbor house disappearance pattern', 'foul weather departure pattern', 'midnight departure pattern', 'highway disappearance pattern', 'school event pattern'}","{'possible witness to crime', 'left in middle of night', 'foul weather incident', 'seeking solitude', 'fear of deportation', 'mental health issues'}","[('left in middle of night', 'midnight departure pattern')]",5,8,5948
24,0,0,0,2,4,2,4,0.14539275,0,32,0,1,31,"{'misdirection pattern', 'lost track of time pattern', 'distressed state pattern', 'seemingly lost in thought pattern'}","{'relationship breakdown', 'last seen near river'}",[],1,4,5993
25,0,0,0,1,10,1,10,0.24430372,0,12,0,0,12,"{'displaying distress pattern', 'staying at safe house pattern', 'heading towards military base pattern', 'mentioning safe house pattern', 'boarding airplane pattern', 'seeking safe house pattern', 'leaving personal belongs pattern', 'planning meeting pattern', 'exploring unfamiliar areas pattern', 'following routine pattern'}",{'unknown medical condition'},[],1,10,6000
26,0,2,0,0,9,2,9,0.5076816,4,9,3,0,12,"{'squatting in gang territory pattern', 'gang territory to remote island pattern', 'squatting on remote island pattern', 'inadvertent entry into gang territory pattern', 'disorientation in locker room pattern', 'squatting in gang territory on cruise ship pattern', 'inadvertent bus trip pattern', 'squatting on cruise ship pattern', 'unexpected detour pattern'}","{'suspected to be squatting', 'visiting remote island'}",[],1,9,6081
27,0,0,0,1,4,1,4,0.5352382,0,4,0,0,4,"{'stress related behavior pattern', 'unreliable attendance pattern', 'avoidance of medical care pattern', 'self care pattern'}",{'missing after night out'},[],1,4,6082
28,1,0,0,1,3,2,3,1.0,1,5,0,0,5,"{'attempt to escape pattern', 'planned to sleep rough pattern', 'self harm attempt pattern'}","{'planned to sleep rough', 'recently outed lgbtq  identity'}",[],1,3,6098
29,0,1,0,1,5,2,5,0.29521766,4,3,3,2,4,"{'unplanned meeting abandonment pattern', 'sudden location change pattern', 'sudden financial activity pattern', 'sudden job change pattern', 'suspicious social interaction pattern'}","{'left job unexpectedly', 'withdrew cash before leaving'}",[],1,5,6116
30,0,4,0,0,27,4,27,0.22712989,4,29,19,15,33,"{'often getting disoriented', 'which may have influenced his movements', 'prompting the family to trace him', 'travel related scenario pattern', 'forfar', 'visiting briefly at 1 pitfour street', 'norman white struggled to calm him down', 'self isolation pattern', 'with dementia', 'despite his advanced age and disability', 'sparking concern among his family', 'dundee', 'which often took him through hyndford street', 'illegal employment pattern', 'he vanished mysteriously', 'brechin', 'possibly boated a ferry', 'he was last seen on the rooftop of a community center with dale wood', 'unexplained detour pattern', 'some of which may have led him into precarious situations', 'frequent rooftop visits pattern', 'fearing his involvement in domestic violence related situations', 'including his friend norman white', 'stranger contact pattern', 'carnoustie', 'often finding his way to unexpected locations', 'ferry boarding pattern'}","{'possible ferry boarding', 'contacted a stranger before vanishing', 'part of survivalist community', 'illegal employment status'}",[],1,27,6152
